#sampleA	sampleB	transcript	logConc	logFC	P.Value	adj.P.Val
log_trans	plat_trans	comp1028_c0_seq1	-9.70463548910555	4.19637262770995	0.0041656591059309	0.0227954123296774
log_trans	plat_trans	comp1026_c0_seq1	-9.70624026734349	4.19316307123406	0.0041656591059309	0.0227954123296774
log_trans	plat_trans	comp747_c1_seq1	-8.33615269202244	2.93333822187615	0.00583707232015651	0.0310784661370495
log_trans	plat_trans	comp1081_c0_seq1	-28.9559927255829	-42.1201230364619	0.00614930629923133	0.031879298446015
log_trans	plat_trans	comp991_c0_seq1	-9.05988218050806	3.48587924490493	0.00744742835955295	0.0376190612008187
log_trans	plat_trans	comp978_c0_seq1	-28.8962142102534	42.239680067121	0.00922395944884698	0.0412981820777922
log_trans	plat_trans	comp980_c0_seq1	-28.8962142102534	42.239680067121	0.00922395944884698	0.0412981820777922
log_trans	plat_trans	comp991_c2_seq1	-28.8962142102534	42.239680067121	0.00922395944884698	0.0412981820777922
log_trans	plat_trans	comp1088_c0_seq1	-29.0592181643166	-41.9136721589944	0.00922395944884698	0.0412981820777922
log_trans	plat_trans	comp1091_c0_seq1	-29.0592181643166	-41.9136721589944	0.00922395944884698	0.0412981820777922
#sampleA	sampleB	transcript	logConc	logFC	P.Value	adj.P.Val
log_trans	hs_trans	comp1061_c0_seq1	-7.95540697635614	-7.47348087623949	2.14236499124968e-10	4.34900093223685e-08
log_trans	hs_trans	comp1008_c1_seq2	-27.4074570193118	-45.2171944490042	8.14455068313596e-10	8.266718943383e-08
log_trans	hs_trans	comp1062_c0_seq1	-8.45064558929689	-6.483003650358	8.69249575218671e-08	5.88192212564634e-06
log_trans	hs_trans	comp941_c0_seq1	-6.23486929626596	-4.27070004664513	3.80155319853946e-07	1.92928824825877e-05
log_trans	hs_trans	comp604_c0_seq1	-28.006846951369	-44.0184145848897	8.75701578622086e-07	3.55534840920567e-05
log_trans	hs_trans	comp992_c0_seq1	-8.71064911873708	-5.96299659147761	1.62638744344548e-06	5.50261085032386e-05
log_trans	hs_trans	comp1081_c0_seq2	-28.1562236540774	-43.7196611794729	4.27844093612288e-06	0.000124074787147564
log_trans	hs_trans	comp731_c1_seq1	-6.42500533682504	-3.36435915385938	4.14817841417687e-05	0.00105260027259738
log_trans	hs_trans	comp1038_c0_seq1	-28.4383933285851	-43.1553218304576	5.79138412377211e-05	0.00117565097712574
log_trans	hs_trans	comp1022_c0_seq1	-28.4504233681161	43.1312617513956	5.79138412377211e-05	0.00117565097712574
log_trans	hs_trans	comp708_c0_seq1	-7.6518643205465	-3.43670999808406	0.000168570590264378	0.00311089362033352
log_trans	hs_trans	comp963_c0_seq1	-9.22438948694814	-4.9355158550555	0.000243816735867594	0.00412456644842679
log_trans	hs_trans	comp1041_c0_seq1	-28.6125990039659	-42.806910479696	0.000290613193839001	0.00453803679610133
log_trans	hs_trans	comp980_c0_seq1	-28.6928313400625	-42.6464458075027	0.000530404868558373	0.00769087059409641
log_trans	hs_trans	comp574_c0_seq1	-6.94827662979356	-2.84388537958994	0.000720674168595307	0.00975312374832316
log_trans	hs_trans	comp731_c0_seq1	-28.8328852996589	-42.36633788831	0.00140897293288839	0.0178763440860215
log_trans	hs_trans	comp1070_c0_seq1	-6.51125710959709	2.49074889964659	0.00171102205274912	0.0196648261164391
log_trans	hs_trans	comp715_c0_seq1	-9.45064558929689	-4.483003650358	0.00174367916303401	0.0196648261164391
log_trans	hs_trans	comp989_c2_seq1	-28.9006555313406	42.2307974249465	0.00199604498825856	0.021326164874552
log_trans	hs_trans	comp1089_c0_seq1	-28.9440815103271	-42.1439454669735	0.0028638906353275	0.0276842761414991
log_trans	hs_trans	comp919_c0_seq1	-28.9440815103271	-42.1439454669735	0.0028638906353275	0.0276842761414991
log_trans	hs_trans	comp1066_c0_seq1	-7.98465480101122	-2.77112903715462	0.00330472866551874	0.0304936326863775
log_trans	hs_trans	comp552_c0_seq1	-29.006846951369	-42.0184145848897	0.0041656591059309	0.0367664695001727
log_trans	hs_trans	comp676_c0_seq1	-9.62116404821442	-4.14196673252293	0.00547933918345486	0.0463460772600557
log_trans	hs_trans	comp992_c3_seq1	-29.075598713244	-41.8809110611397	0.00614930629923133	0.0480118914901523
log_trans	hs_trans	comp958_c0_seq1	-29.075598713244	-41.8809110611397	0.00614930629923133	0.0480118914901523
#sampleA	sampleB	transcript	logConc	logFC	P.Value	adj.P.Val
plat_trans	hs_trans	comp1008_c1_seq3	-7.52858074298053	-7.16460297323301	3.34163705884227e-10	7.05085419415718e-08
plat_trans	hs_trans	comp614_c0_seq1	-27.3648363716938	-45.3024357442401	7.10863377155999e-09	7.49960862899579e-07
plat_trans	hs_trans	comp609_c0_seq1	-27.958741553891	44.1146253798458	8.75701578622086e-07	5.04956991433796e-05
plat_trans	hs_trans	comp1069_c0_seq1	-8.18954479042421	5.32725012309666	9.57264438737055e-07	5.04956991433796e-05
plat_trans	hs_trans	comp1001_c0_seq1	-28.0197368160803	43.9926348554672	1.71835781465466e-06	7.25146997784265e-05
plat_trans	hs_trans	comp704_c1_seq1	-7.59134618402246	3.87979114612544	2.8439897862759e-05	0.00100013640817369
plat_trans	hs_trans	comp1081_c0_seq1	-28.3860173542756	-43.2600737790764	4.53238757512601e-05	0.00136619111193084
plat_trans	hs_trans	comp1032_c0_seq1	-28.4025041892618	43.2271001091042	7.4460653019927e-05	0.00174568864302273
plat_trans	hs_trans	comp724_c1_seq1	-28.4025041892618	43.2271001091042	7.4460653019927e-05	0.00174568864302273
plat_trans	hs_trans	comp630_c0_seq1	-6.75231023146614	3.28285600373821	9.30195914237974e-05	0.00184837621025937
plat_trans	hs_trans	comp989_c2_seq1	-28.4395044799837	43.1530995276604	9.63608450846118e-05	0.00184837621025937
plat_trans	hs_trans	comp710_c0_seq1	-28.5309345868644	-42.9702393138989	0.00016479894528675	0.00289771478795869
plat_trans	hs_trans	comp1023_c0_seq1	-7.79886493366188	3.4647536468466	0.000211308443188638	0.0034296985779079
plat_trans	hs_trans	comp992_c0_seq1	-7.82558456314261	-3.40067033146653	0.000533686413488453	0.00804341666043311
plat_trans	hs_trans	comp704_c3_seq1	-8.858062284063	3.99021513581909	0.000621965454637039	0.00874898072856101
plat_trans	hs_trans	comp1008_c1_seq2	-6.56795779868773	-2.74599885893397	0.000868154833468891	0.011448791866371
plat_trans	hs_trans	comp505_c0_seq1	-28.7132483776349	42.6056117323579	0.00100640923777743	0.0124913146571198
plat_trans	hs_trans	comp1041_c0_seq1	-28.8106482911714	-42.4108119052849	0.00140897293288839	0.0156470152020764
plat_trans	hs_trans	comp904_c1_seq1	-9.68954479042421	4.32725012309666	0.00140897293288839	0.0156470152020764
plat_trans	hs_trans	comp986_c0_seq1	-28.8337524273868	42.3646036328541	0.00199604498825856	0.0191438860237526
plat_trans	hs_trans	comp1036_c0_seq1	-9.75231023146614	4.20171924101281	0.00199604498825856	0.0191438860237526
plat_trans	hs_trans	comp770_c0_seq1	-9.75231023146614	4.20171924101281	0.00199604498825856	0.0191438860237526
plat_trans	hs_trans	comp1059_c0_seq1	-6.63782954191896	2.48897331142619	0.00246943439210297	0.0226543763797273
plat_trans	hs_trans	comp933_c0_seq1	-28.9025041892618	42.2271001091042	0.0041656591059309	0.0366230863063092
plat_trans	hs_trans	comp889_c2_seq1	-28.9785057359843	42.0750970156591	0.00614930629923133	0.0484665005640422
plat_trans	hs_trans	comp1026_c0_seq1	-28.9801105142222	42.0718874591832	0.00614930629923133	0.0484665005640422
plat_trans	hs_trans	comp1070_c0_seq1	-6.98910507228312	2.32725012309666	0.00620187447975896	0.0484665005640422
